Date,GDP,Unemployment_Rate,Inflation_Rate,Interest_Rate
2019-12-19,16068.805,5.1,1.77,1.21
2019-12-20,16068.805,5.1,1.77,1.21
2019-12-23,16068.805,5.1,1.75,1.21
2019-12-24,16068.805,5.1,1.75,1.21
2019-12-25,16068.805,5.1,2.19,1.21
2019-12-26,16068.805,5.1,1.74,1.21
2019-12-27,16068.805,5.1,1.73,1.21
2019-12-30,16068.805,5.1,1.75,1.21
2019-12-31,16068.805,5.1,1.77,1.21
2020-01-01,21727.657,3.6,2.19,1.55
2020-01-02,16068.805,5.1,1.8,1.21
2020-01-03,16068.805,5.1,1.77,1.21
2020-01-06,16068.805,5.1,1.75,1.21
2020-01-07,16068.805,5.1,1.74,1.21
2020-01-08,16068.805,5.1,1.75,1.21
2020-01-09,16068.805,5.1,1.74,1.21
2020-01-10,16068.805,5.1,1.76,1.21
2020-01-13,16068.805,5.1,1.77,1.21
2020-01-14,16068.805,5.1,1.77,1.21
2020-01-15,16068.805,5.1,1.75,1.21
2020-01-16,16068.805,5.1,1.74,1.21
2020-01-17,16068.805,5.1,1.75,1.21
2020-01-20,16068.805,5.1,2.19,1.21
2020-01-21,16068.805,5.1,1.74,1.21
2020-01-22,16068.805,5.1,1.72,1.21
2020-01-23,16068.805,5.1,1.7,1.21
2020-01-24,16068.805,5.1,1.68,1.21
2020-01-27,16068.805,5.1,1.63,1.21
2020-01-28,16068.805,5.1,1.65,1.21
2020-01-29,16068.805,5.1,1.64,1.21
2020-01-30,16068.805,5.1,1.64,1.21
2020-01-31,16068.805,5.1,1.65,1.21
2020-02-01,16068.805,3.5,2.19,1.58
2020-02-03,16068.805,5.1,1.63,1.21
2020-02-04,16068.805,5.1,1.64,1.21
2020-02-05,16068.805,5.1,1.66,1.21
2020-02-06,16068.805,5.1,1.67,1.21
2020-02-07,16068.805,5.1,1.66,1.21
2020-02-10,16068.805,5.1,1.66,1.21
2020-02-11,16068.805,5.1,1.65,1.21
2020-02-12,16068.805,5.1,1.66,1.21
2020-02-13,16068.805,5.1,1.67,1.21
2020-02-14,16068.805,5.1,1.66,1.21
2020-02-17,16068.805,5.1,2.19,1.21
2020-02-18,16068.805,5.1,1.65,1.21
2020-02-19,16068.805,5.1,1.65,1.21
2020-02-20,16068.805,5.1,1.63,1.21
2020-02-21,16068.805,5.1,1.61,1.21
2020-02-24,16068.805,5.1,1.59,1.21
2020-02-25,16068.805,5.1,1.53,1.21
2020-02-26,16068.805,5.1,1.54,1.21
2020-02-27,16068.805,5.1,1.53,1.21
2020-02-28,16068.805,5.1,1.41,1.21
2020-03-01,16068.805,4.4,2.19,0.65
2020-03-02,16068.805,5.1,1.41,1.21
2020-03-03,16068.805,5.1,1.45,1.21
2020-03-04,16068.805,5.1,1.46,1.21
2020-03-05,16068.805,5.1,1.4,1.21
2020-03-06,16068.805,5.1,1.31,1.21
2020-03-09,16068.805,5.1,0.99,1.21
2020-03-10,16068.805,5.1,1.0,1.21
2020-03-11,16068.805,5.1,0.96,1.21
2020-03-12,16068.805,5.1,0.92,1.21
2020-03-13,16068.805,5.1,0.9,1.21
2020-03-16,16068.805,5.1,0.73,1.21
2020-03-17,16068.805,5.1,0.63,1.21
2020-03-18,16068.805,5.1,0.63,1.21
2020-03-19,16068.805,5.1,0.5,1.21
2020-03-20,16068.805,5.1,0.75,1.21
2020-03-23,16068.805,5.1,0.8,1.21
2020-03-24,16068.805,5.1,0.97,1.21
2020-03-25,16068.805,5.1,1.07,1.21
2020-03-26,16068.805,5.1,1.07,1.21
2020-03-27,16068.805,5.1,0.94,1.21
2020-03-30,16068.805,5.1,0.95,1.21
2020-03-31,16068.805,5.1,0.87,1.21
2020-04-01,19935.444,14.8,0.91,0.05
2020-04-02,16068.805,5.1,1.03,1.21
2020-04-03,16068.805,5.1,1.08,1.21
2020-04-06,16068.805,5.1,1.14,1.21
2020-04-07,16068.805,5.1,1.17,1.21
2020-04-08,16068.805,5.1,1.19,1.21
2020-04-09,16068.805,5.1,1.23,1.21
2020-04-10,16068.805,5.1,2.19,1.21
2020-04-13,16068.805,5.1,1.26,1.21
2020-04-14,16068.805,5.1,1.29,1.21
2020-04-15,16068.805,5.1,1.19,1.21
2020-04-16,16068.805,5.1,1.03,1.21
2020-04-17,16068.805,5.1,1.01,1.21
2020-04-20,16068.805,5.1,0.94,1.21
2020-04-21,16068.805,5.1,0.96,1.21
2020-04-22,16068.805,5.1,1.06,1.21
2020-04-23,16068.805,5.1,1.05,1.21
2020-04-24,16068.805,5.1,1.11,1.21
2020-04-27,16068.805,5.1,1.17,1.21
2020-04-28,16068.805,5.1,1.14,1.21
2020-04-29,16068.805,5.1,1.14,1.21
2020-04-30,16068.805,5.1,1.07,1.21
2020-05-01,16068.805,13.2,1.06,0.05
2020-05-04,16068.805,5.1,1.07,1.21
2020-05-05,16068.805,5.1,1.1,1.21
2020-05-06,16068.805,5.1,1.1,1.21
2020-05-07,16068.805,5.1,1.08,1.21
2020-05-08,16068.805,5.1,1.12,1.21
2020-05-11,16068.805,5.1,1.13,1.21
2020-05-12,16068.805,5.1,1.09,1.21
2020-05-13,16068.805,5.1,1.07,1.21
2020-05-14,16068.805,5.1,1.06,1.21
2020-05-15,16068.805,5.1,1.09,1.21
2020-05-18,16068.805,5.1,1.17,1.21
2020-05-19,16068.805,5.1,1.15,1.21
2020-05-20,16068.805,5.1,1.16,1.21
2020-05-21,16068.805,5.1,1.14,1.21
2020-05-22,16068.805,5.1,1.12,1.21
2020-05-25,16068.805,5.1,2.19,1.21
2020-05-26,16068.805,5.1,1.13,1.21
2020-05-27,16068.805,5.1,1.14,1.21
2020-05-28,16068.805,5.1,1.18,1.21
2020-05-29,16068.805,5.1,1.15,1.21
2020-06-01,16068.805,11.0,1.18,0.08
2020-06-02,16068.805,5.1,1.18,1.21
2020-06-03,16068.805,5.1,1.21,1.21
2020-06-04,16068.805,5.1,1.22,1.21
2020-06-05,16068.805,5.1,1.27,1.21
2020-06-08,16068.805,5.1,1.28,1.21
2020-06-09,16068.805,5.1,1.26,1.21
2020-06-10,16068.805,5.1,1.27,1.21
2020-06-11,16068.805,5.1,1.21,1.21
2020-06-12,16068.805,5.1,1.21,1.21
2020-06-15,16068.805,5.1,1.23,1.21
2020-06-16,16068.805,5.1,1.27,1.21
2020-06-17,16068.805,5.1,1.26,1.21
2020-06-18,16068.805,5.1,1.28,1.21
2020-06-19,16068.805,5.1,1.3,1.21
2020-06-22,16068.805,5.1,1.34,1.21
2020-06-23,16068.805,5.1,1.38,1.21
2020-06-24,16068.805,5.1,1.33,1.21
2020-06-25,16068.805,5.1,1.33,1.21
2020-06-26,16068.805,5.1,1.32,1.21
2020-06-29,16068.805,5.1,1.34,1.21
2020-06-30,16068.805,5.1,1.34,1.21
2020-07-01,21684.551,10.2,1.37,0.09
2020-07-02,16068.805,5.1,1.41,1.21
2020-07-03,16068.805,5.1,2.19,1.21
2020-07-06,16068.805,5.1,1.45,1.21
2020-07-07,16068.805,5.1,1.43,1.21
2020-07-08,16068.805,5.1,1.42,1.21
2020-07-09,16068.805,5.1,1.39,1.21
2020-07-10,16068.805,5.1,1.41,1.21
2020-07-13,16068.805,5.1,1.42,1.21
2020-07-14,16068.805,5.1,1.41,1.21
2020-07-15,16068.805,5.1,1.41,1.21
2020-07-16,16068.805,5.1,1.41,1.21
2020-07-17,16068.805,5.1,1.46,1.21
2020-07-20,16068.805,5.1,1.46,1.21
2020-07-21,16068.805,5.1,1.48,1.21
2020-07-22,16068.805,5.1,1.48,1.21
2020-07-23,16068.805,5.1,1.49,1.21
2020-07-24,16068.805,5.1,1.51,1.21
2020-07-27,16068.805,5.1,1.52,1.21
2020-07-28,16068.805,5.1,1.51,1.21
2020-07-29,16068.805,5.1,1.53,1.21
2020-07-30,16068.805,5.1,1.52,1.21
2020-07-31,16068.805,5.1,1.55,1.21
2020-08-01,16068.805,8.4,2.19,0.1
2020-08-03,16068.805,5.1,1.58,1.21
2020-08-04,16068.805,5.1,1.57,1.21
2020-08-05,16068.805,5.1,1.61,1.21
2020-08-06,16068.805,5.1,1.63,1.21
2020-08-07,16068.805,5.1,1.61,1.21
2020-08-10,16068.805,5.1,1.61,1.21
2020-08-11,16068.805,5.1,1.63,1.21
2020-08-12,16068.805,5.1,1.67,1.21
2020-08-13,16068.805,5.1,1.67,1.21
2020-08-14,16068.805,5.1,1.65,1.21
2020-08-17,16068.805,5.1,1.66,1.21
2020-08-18,16068.805,5.1,1.68,1.21
2020-08-19,16068.805,5.1,1.67,1.21
2020-08-20,16068.805,5.1,1.62,1.21
2020-08-21,16068.805,5.1,1.64,1.21
2020-08-24,16068.805,5.1,1.67,1.21
2020-08-25,16068.805,5.1,1.7,1.21
2020-08-26,16068.805,5.1,1.72,1.21
2020-08-27,16068.805,5.1,1.73,1.21
2020-08-28,16068.805,5.1,1.77,1.21
2020-08-31,16068.805,5.1,1.8,1.21
2020-09-01,16068.805,7.8,1.76,0.09
2020-09-02,16068.805,5.1,1.73,1.21
2020-09-03,16068.805,5.1,1.65,1.21
2020-09-04,16068.805,5.1,1.7,1.21
2020-09-07,16068.805,5.1,2.19,1.21
2020-09-08,16068.805,5.1,1.68,1.21
2020-09-09,16068.805,5.1,1.71,1.21
2020-09-10,16068.805,5.1,1.69,1.21
2020-09-11,16068.805,5.1,1.65,1.21
2020-09-14,16068.805,5.1,1.65,1.21
2020-09-15,16068.805,5.1,1.67,1.21
2020-09-16,16068.805,5.1,1.68,1.21
2020-09-17,16068.805,5.1,1.66,1.21
2020-09-18,16068.805,5.1,1.67,1.21
2020-09-21,16068.805,5.1,1.62,1.21
2020-09-22,16068.805,5.1,1.62,1.21
2020-09-23,16068.805,5.1,1.6,1.21
2020-09-24,16068.805,5.1,1.58,1.21
2020-09-25,16068.805,5.1,1.58,1.21
2020-09-28,16068.805,5.1,1.61,1.21
2020-09-29,16068.805,5.1,1.64,1.21
2020-09-30,16068.805,5.1,1.63,1.21
2020-10-01,22068.767,6.8,1.63,0.09
2020-10-02,16068.805,5.1,1.64,1.21
2020-10-05,16068.805,5.1,1.68,1.21
2020-10-06,16068.805,5.1,1.66,1.21
2020-10-07,16068.805,5.1,1.71,1.21
2020-10-08,16068.805,5.1,1.72,1.21
2020-10-09,16068.805,5.1,1.73,1.21
2020-10-12,16068.805,5.1,2.19,1.21
2020-10-13,16068.805,5.1,1.7,1.21
2020-10-14,16068.805,5.1,1.69,1.21
2020-10-15,16068.805,5.1,1.69,1.21
2020-10-16,16068.805,5.1,1.71,1.21
2020-10-19,16068.805,5.1,1.71,1.21
2020-10-20,16068.805,5.1,1.72,1.21
2020-10-21,16068.805,5.1,1.74,1.21
2020-10-22,16068.805,5.1,1.76,1.21
2020-10-23,16068.805,5.1,1.75,1.21
2020-10-26,16068.805,5.1,1.72,1.21
2020-10-27,16068.805,5.1,1.71,1.21
2020-10-28,16068.805,5.1,1.7,1.21
2020-10-29,16068.805,5.1,1.71,1.21
2020-10-30,16068.805,5.1,1.7,1.21
2020-11-01,16068.805,6.7,2.19,0.09
2020-11-02,16068.805,5.1,1.71,1.21
2020-11-03,16068.805,5.1,1.72,1.21
2020-11-04,16068.805,5.1,1.64,1.21
2020-11-05,16068.805,5.1,1.66,1.21
2020-11-06,16068.805,5.1,1.65,1.21
2020-11-09,16068.805,5.1,1.73,1.21
2020-11-10,16068.805,5.1,1.76,1.21
2020-11-11,16068.805,5.1,2.19,1.21
2020-11-12,16068.805,5.1,1.71,1.21
2020-11-13,16068.805,5.1,1.72,1.21
2020-11-16,16068.805,5.1,1.72,1.21
2020-11-17,16068.805,5.1,1.7,1.21
2020-11-18,16068.805,5.1,1.7,1.21
2020-11-19,16068.805,5.1,1.7,1.21
2020-11-20,16068.805,5.1,1.69,1.21
2020-11-23,16068.805,5.1,1.71,1.21
2020-11-24,16068.805,5.1,1.74,1.21
2020-11-25,16068.805,5.1,1.75,1.21
2020-11-26,16068.805,5.1,2.19,1.21
2020-11-27,16068.805,5.1,1.75,1.21
2020-11-30,16068.805,5.1,1.77,1.21
2020-12-01,16068.805,6.7,1.81,0.09
2020-12-02,16068.805,5.1,1.85,1.21
2020-12-03,16068.805,5.1,1.86,1.21
2020-12-04,16068.805,5.1,1.89,1.21
2020-12-07,16068.805,5.1,1.88,1.21
2020-12-08,16068.805,5.1,1.89,1.21
2020-12-09,16068.805,5.1,1.91,1.21
2020-12-10,16068.805,5.1,1.88,1.21
2020-12-11,16068.805,5.1,1.87,1.21
2020-12-14,16068.805,5.1,1.88,1.21
2020-12-15,16068.805,5.1,1.91,1.21
2020-12-16,16068.805,5.1,1.92,1.21
2020-12-17,16068.805,5.1,1.94,1.21
2020-12-18,16068.805,5.1,1.95,1.21
2020-12-21,16068.805,5.1,1.95,1.21
2020-12-22,16068.805,5.1,1.94,1.21
2020-12-23,16068.805,5.1,1.97,1.21
2020-12-24,16068.805,5.1,1.97,1.21
2020-12-25,16068.805,5.1,2.19,1.21
2020-12-28,16068.805,5.1,1.97,1.21
2020-12-29,16068.805,5.1,1.96,1.21
2020-12-30,16068.805,5.1,1.96,1.21
2020-12-31,16068.805,5.1,1.99,1.21
2021-01-01,22656.793,6.4,2.19,0.09
2021-01-04,16068.805,5.1,2.01,1.21
2021-01-05,16068.805,5.1,2.03,1.21
2021-01-06,16068.805,5.1,2.06,1.21
2021-01-07,16068.805,5.1,2.09,1.21
2021-01-08,16068.805,5.1,2.06,1.21
2021-01-11,16068.805,5.1,2.06,1.21
2021-01-12,16068.805,5.1,2.08,1.21
2021-01-13,16068.805,5.1,2.06,1.21
2021-01-14,16068.805,5.1,2.09,1.21
2021-01-15,16068.805,5.1,2.1,1.21
2021-01-18,16068.805,5.1,2.19,1.21
2021-01-19,16068.805,5.1,2.1,1.21
2021-01-20,16068.805,5.1,2.12,1.21
2021-01-21,16068.805,5.1,2.1,1.21
2021-01-22,16068.805,5.1,2.09,1.21
2021-01-25,16068.805,5.1,2.08,1.21
2021-01-26,16068.805,5.1,2.08,1.21
2021-01-27,16068.805,5.1,2.08,1.21
2021-01-28,16068.805,5.1,2.13,1.21
2021-01-29,16068.805,5.1,2.13,1.21
2021-02-01,16068.805,6.2,2.11,0.08
2021-02-02,16068.805,5.1,2.15,1.21
2021-02-03,16068.805,5.1,2.19,1.21
2021-02-04,16068.805,5.1,2.17,1.21
2021-02-05,16068.805,5.1,2.21,1.21
2021-02-08,16068.805,5.1,2.22,1.21
2021-02-09,16068.805,5.1,2.22,1.21
2021-02-10,16068.805,5.1,2.21,1.21
2021-02-11,16068.805,5.1,2.2,1.21
2021-02-12,16068.805,5.1,2.21,1.21
2021-02-15,16068.805,5.1,2.19,1.21
2021-02-16,16068.805,5.1,2.24,1.21
2021-02-17,16068.805,5.1,2.21,1.21
2021-02-18,16068.805,5.1,2.16,1.21
2021-02-19,16068.805,5.1,2.14,1.21
2021-02-22,16068.805,5.1,2.16,1.21
2021-02-23,16068.805,5.1,2.16,1.21
2021-02-24,16068.805,5.1,2.17,1.21
2021-02-25,16068.805,5.1,2.14,1.21
2021-02-26,16068.805,5.1,2.15,1.21
2021-03-01,16068.805,6.1,2.16,0.07
2021-03-02,16068.805,5.1,2.2,1.21
2021-03-03,16068.805,5.1,2.21,1.21
2021-03-04,16068.805,5.1,2.2,1.21
2021-03-05,16068.805,5.1,2.22,1.21
2021-03-08,16068.805,5.1,2.21,1.21
2021-03-09,16068.805,5.1,2.21,1.21
2021-03-10,16068.805,5.1,2.26,1.21
2021-03-11,16068.805,5.1,2.28,1.21
2021-03-12,16068.805,5.1,2.26,1.21
2021-03-15,16068.805,5.1,2.27,1.21
2021-03-16,16068.805,5.1,2.3,1.21
2021-03-17,16068.805,5.1,2.3,1.21
2021-03-18,16068.805,5.1,2.27,1.21
2021-03-19,16068.805,5.1,2.31,1.21
2021-03-22,16068.805,5.1,2.33,1.21
2021-03-23,16068.805,5.1,2.29,1.21
2021-03-24,16068.805,5.1,2.31,1.21
2021-03-25,16068.805,5.1,2.32,1.21
2021-03-26,16068.805,5.1,2.34,1.21
2021-03-29,16068.805,5.1,2.36,1.21
2021-03-30,16068.805,5.1,2.35,1.21
2021-03-31,16068.805,5.1,2.37,1.21
2021-04-01,23368.861,6.1,2.35,0.07
2021-04-02,16068.805,5.1,2.36,1.21
2021-04-05,16068.805,5.1,2.35,1.21
2021-04-06,16068.805,5.1,2.32,1.21
2021-04-07,16068.805,5.1,2.34,1.21
2021-04-08,16068.805,5.1,2.33,1.21
2021-04-09,16068.805,5.1,2.31,1.21
2021-04-12,16068.805,5.1,2.33,1.21
2021-04-13,16068.805,5.1,2.33,1.21
2021-04-14,16068.805,5.1,2.33,1.21
2021-04-15,16068.805,5.1,2.33,1.21
2021-04-16,16068.805,5.1,2.36,1.21
2021-04-19,16068.805,5.1,2.34,1.21
2021-04-20,16068.805,5.1,2.32,1.21
2021-04-21,16068.805,5.1,2.33,1.21
2021-04-22,16068.805,5.1,2.33,1.21
2021-04-23,16068.805,5.1,2.34,1.21
2021-04-26,16068.805,5.1,2.36,1.21
2021-04-27,16068.805,5.1,2.39,1.21
2021-04-28,16068.805,5.1,2.41,1.21
2021-04-29,16068.805,5.1,2.42,1.21
2021-04-30,16068.805,5.1,2.41,1.21
2021-05-01,16068.805,5.8,2.19,0.06
2021-05-03,16068.805,5.1,2.42,1.21
2021-05-04,16068.805,5.1,2.42,1.21
2021-05-05,16068.805,5.1,2.47,1.21
2021-05-06,16068.805,5.1,2.45,1.21
2021-05-07,16068.805,5.1,2.49,1.21
2021-05-10,16068.805,5.1,2.54,1.21
2021-05-11,16068.805,5.1,2.53,1.21
2021-05-12,16068.805,5.1,2.54,1.21
2021-05-13,16068.805,5.1,2.51,1.21
2021-05-14,16068.805,5.1,2.51,1.21
2021-05-17,16068.805,5.1,2.54,1.21
2021-05-18,16068.805,5.1,2.52,1.21
2021-05-19,16068.805,5.1,2.48,1.21
2021-05-20,16068.805,5.1,2.41,1.21
2021-05-21,16068.805,5.1,2.43,1.21
2021-05-24,16068.805,5.1,2.44,1.21
2021-05-25,16068.805,5.1,2.42,1.21
2021-05-26,16068.805,5.1,2.4,1.21
2021-05-27,16068.805,5.1,2.42,1.21
2021-05-28,16068.805,5.1,2.42,1.21
2021-05-31,16068.805,5.1,2.19,1.21
2021-06-01,16068.805,5.9,2.46,0.08
2021-06-02,16068.805,5.1,2.44,1.21
2021-06-03,16068.805,5.1,2.42,1.21
2021-06-04,16068.805,5.1,2.4,1.21
2021-06-07,16068.805,5.1,2.39,1.21
2021-06-08,16068.805,5.1,2.36,1.21
2021-06-09,16068.805,5.1,2.32,1.21
2021-06-10,16068.805,5.1,2.35,1.21
2021-06-11,16068.805,5.1,2.32,1.21
2021-06-14,16068.805,5.1,2.36,1.21
2021-06-15,16068.805,5.1,2.38,1.21
2021-06-16,16068.805,5.1,2.32,1.21
2021-06-17,16068.805,5.1,2.27,1.21
2021-06-18,16068.805,5.1,2.24,1.21
2021-06-21,16068.805,5.1,2.25,1.21
2021-06-22,16068.805,5.1,2.31,1.21
2021-06-23,16068.805,5.1,2.34,1.21
2021-06-24,16068.805,5.1,2.3,1.21
2021-06-25,16068.805,5.1,2.34,1.21
2021-06-28,16068.805,5.1,2.33,1.21
2021-06-29,16068.805,5.1,2.32,1.21
2021-06-30,16068.805,5.1,2.32,1.21
2021-07-01,23921.991,5.4,2.35,0.1
2021-07-02,16068.805,5.1,2.33,1.21
2021-07-05,16068.805,5.1,2.19,1.21
2021-07-06,16068.805,5.1,2.31,1.21
2021-07-07,16068.805,5.1,2.28,1.21
2021-07-08,16068.805,5.1,2.22,1.21
2021-07-09,16068.805,5.1,2.28,1.21
2021-07-12,16068.805,5.1,2.33,1.21
2021-07-13,16068.805,5.1,2.36,1.21
2021-07-14,16068.805,5.1,2.34,1.21
2021-07-15,16068.805,5.1,2.32,1.21
2021-07-16,16068.805,5.1,2.33,1.21
2021-07-19,16068.805,5.1,2.24,1.21
2021-07-20,16068.805,5.1,2.26,1.21
2021-07-21,16068.805,5.1,2.28,1.21
2021-07-22,16068.805,5.1,2.28,1.21
2021-07-23,16068.805,5.1,2.35,1.21
2021-07-26,16068.805,5.1,2.4,1.21
2021-07-27,16068.805,5.1,2.38,1.21
2021-07-28,16068.805,5.1,2.41,1.21
2021-07-29,16068.805,5.1,2.43,1.21
2021-07-30,16068.805,5.1,2.4,1.21
2021-08-01,16068.805,5.1,2.19,0.09
2021-08-02,16068.805,5.1,2.37,1.21
2021-08-03,16068.805,5.1,2.38,1.21
2021-08-04,16068.805,5.1,2.35,1.21
2021-08-05,16068.805,5.1,2.33,1.21
2021-08-06,16068.805,5.1,2.37,1.21
2021-08-09,16068.805,5.1,2.37,1.21
2021-08-10,16068.805,5.1,2.4,1.21
2021-08-11,16068.805,5.1,2.42,1.21
2021-08-12,16068.805,5.1,2.41,1.21
2021-08-13,16068.805,5.1,2.37,1.21
2021-08-16,16068.805,5.1,2.36,1.21
2021-08-17,16068.805,5.1,2.33,1.21
2021-08-18,16068.805,5.1,2.32,1.21
2021-08-19,16068.805,5.1,2.28,1.21
2021-08-20,16068.805,5.1,2.27,1.21
2021-08-23,16068.805,5.1,2.27,1.21
2021-08-24,16068.805,5.1,2.3,1.21
2021-08-25,16068.805,5.1,2.35,1.21
2021-08-26,16068.805,5.1,2.33,1.21
2021-08-27,16068.805,5.1,2.39,1.21
2021-08-30,16068.805,5.1,2.37,1.21
2021-08-31,16068.805,5.1,2.33,1.21
2021-09-01,16068.805,4.7,2.34,0.08
2021-09-02,16068.805,5.1,2.32,1.21
2021-09-03,16068.805,5.1,2.34,1.21
2021-09-06,16068.805,5.1,2.19,1.21
2021-09-07,16068.805,5.1,2.36,1.21
2021-09-08,16068.805,5.1,2.38,1.21
2021-09-09,16068.805,5.1,2.38,1.21
2021-09-10,16068.805,5.1,2.4,1.21
2021-09-13,16068.805,5.1,2.37,1.21
2021-09-14,16068.805,5.1,2.33,1.21
2021-09-15,16068.805,5.1,2.35,1.21
2021-09-16,16068.805,5.1,2.35,1.21
2021-09-17,16068.805,5.1,2.33,1.21
2021-09-20,16068.805,5.1,2.29,1.21
2021-09-21,16068.805,5.1,2.29,1.21
2021-09-22,16068.805,5.1,2.28,1.21
2021-09-23,16068.805,5.1,2.31,1.21
2021-09-24,16068.805,5.1,2.34,1.21
2021-09-27,16068.805,5.1,2.35,1.21
2021-09-28,16068.805,5.1,2.38,1.21
2021-09-29,16068.805,5.1,2.37,1.21
2021-09-30,16068.805,5.1,2.37,1.21
2021-10-01,24777.038,4.5,2.38,0.08
2021-10-04,16068.805,5.1,2.38,1.21
2021-10-05,16068.805,5.1,2.45,1.21
2021-10-06,16068.805,5.1,2.43,1.21
2021-10-07,16068.805,5.1,2.46,1.21
2021-10-08,16068.805,5.1,2.5,1.21
2021-10-11,16068.805,5.1,2.19,1.21
2021-10-12,16068.805,5.1,2.49,1.21
2021-10-13,16068.805,5.1,2.52,1.21
2021-10-14,16068.805,5.1,2.52,1.21
2021-10-15,16068.805,5.1,2.56,1.21
2021-10-18,16068.805,5.1,2.54,1.21
2021-10-19,16068.805,5.1,2.54,1.21
2021-10-20,16068.805,5.1,2.57,1.21
2021-10-21,16068.805,5.1,2.64,1.21
2021-10-22,16068.805,5.1,2.64,1.21
2021-10-25,16068.805,5.1,2.66,1.21
2021-10-26,16068.805,5.1,2.69,1.21
2021-10-27,16068.805,5.1,2.65,1.21
2021-10-28,16068.805,5.1,2.57,1.21
2021-10-29,16068.805,5.1,2.51,1.21
2021-11-01,16068.805,4.1,2.5,0.08
2021-11-02,16068.805,5.1,2.51,1.21
2021-11-03,16068.805,5.1,2.53,1.21
2021-11-04,16068.805,5.1,2.56,1.21
2021-11-05,16068.805,5.1,2.54,1.21
2021-11-08,16068.805,5.1,2.62,1.21
2021-11-09,16068.805,5.1,2.63,1.21
2021-11-10,16068.805,5.1,2.7,1.21
2021-11-11,16068.805,5.1,2.19,1.21
2021-11-12,16068.805,5.1,2.73,1.21
2021-11-15,16068.805,5.1,2.76,1.21
2021-11-16,16068.805,5.1,2.73,1.21
2021-11-17,16068.805,5.1,2.7,1.21
2021-11-18,16068.805,5.1,2.73,1.21
2021-11-19,16068.805,5.1,2.65,1.21
2021-11-22,16068.805,5.1,2.61,1.21
2021-11-23,16068.805,5.1,2.62,1.21
2021-11-24,16068.805,5.1,2.61,1.21
2021-11-25,16068.805,5.1,2.19,1.21
2021-11-26,16068.805,5.1,2.55,1.21
2021-11-29,16068.805,5.1,2.54,1.21
2021-11-30,16068.805,5.1,2.5,1.21
2021-12-01,16068.805,3.9,2.44,0.08
2021-12-02,16068.805,5.1,2.47,1.21
2021-12-03,16068.805,5.1,2.43,1.21
2021-12-06,16068.805,5.1,2.44,1.21
2021-12-07,16068.805,5.1,2.47,1.21
2021-12-08,16068.805,5.1,2.52,1.21
2021-12-09,16068.805,5.1,2.47,1.21
2021-12-10,16068.805,5.1,2.44,1.21
2021-12-13,16068.805,5.1,2.4,1.21
2021-12-14,16068.805,5.1,2.37,1.21
2021-12-15,16068.805,5.1,2.39,1.21
2021-12-16,16068.805,5.1,2.42,1.21
2021-12-17,16068.805,5.1,2.38,1.21
2021-12-20,16068.805,5.1,2.39,1.21
2021-12-21,16068.805,5.1,2.44,1.21
2021-12-22,16068.805,5.1,2.47,1.21
2021-12-23,16068.805,5.1,2.47,1.21
2021-12-24,16068.805,5.1,2.19,1.21
2021-12-27,16068.805,5.1,2.5,1.21
2021-12-28,16068.805,5.1,2.5,1.21
2021-12-29,16068.805,5.1,2.53,1.21
2021-12-30,16068.805,5.1,2.58,1.21
2021-12-31,16068.805,5.1,2.56,1.21
2022-01-01,25215.491,4.0,2.19,0.08
2022-01-03,16068.805,5.1,2.6,1.21
2022-01-04,16068.805,5.1,2.57,1.21
2022-01-05,16068.805,5.1,2.53,1.21
2022-01-06,16068.805,5.1,2.46,1.21
2022-01-07,16068.805,5.1,2.48,1.21
2022-01-10,16068.805,5.1,2.48,1.21
2022-01-11,16068.805,5.1,2.54,1.21
2022-01-12,16068.805,5.1,2.48,1.21
2022-01-13,16068.805,5.1,2.43,1.21
2022-01-14,16068.805,5.1,2.44,1.21
2022-01-17,16068.805,5.1,2.19,1.21
2022-01-18,16068.805,5.1,2.46,1.21
2022-01-19,16068.805,5.1,2.4,1.21
2022-01-20,16068.805,5.1,2.33,1.21
2022-01-21,16068.805,5.1,2.34,1.21
2022-01-24,16068.805,5.1,2.38,1.21
2022-01-25,16068.805,5.1,2.41,1.21
2022-01-26,16068.805,5.1,2.38,1.21
2022-01-27,16068.805,5.1,2.4,1.21
2022-01-28,16068.805,5.1,2.44,1.21
2022-01-31,16068.805,5.1,2.44,1.21
2022-02-01,16068.805,3.8,2.43,0.08
2022-02-02,16068.805,5.1,2.41,1.21
2022-02-03,16068.805,5.1,2.38,1.21
2022-02-04,16068.805,5.1,2.41,1.21
2022-02-07,16068.805,5.1,2.4,1.21
2022-02-08,16068.805,5.1,2.42,1.21
2022-02-09,16068.805,5.1,2.42,1.21
2022-02-10,16068.805,5.1,2.45,1.21
2022-02-11,16068.805,5.1,2.43,1.21
2022-02-14,16068.805,5.1,2.48,1.21
2022-02-15,16068.805,5.1,2.48,1.21
2022-02-16,16068.805,5.1,2.46,1.21
2022-02-17,16068.805,5.1,2.43,1.21
2022-02-18,16068.805,5.1,2.41,1.21
2022-02-21,16068.805,5.1,2.19,1.21
2022-02-22,16068.805,5.1,2.45,1.21
2022-02-23,16068.805,5.1,2.53,1.21
2022-02-24,16068.805,5.1,2.55,1.21
2022-02-25,16068.805,5.1,2.54,1.21
2022-02-28,16068.805,5.1,2.62,1.21
2022-03-01,16068.805,3.6,2.62,0.2
